molindx,Name,SMILES,MolarMass,CASNumber,ExperimentalSolubilityInWater,Temperature,ExperimentReference,Datagroup,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,StandardInChIKey,CalLogP,CalMR,TPSA,LabuteASA,BalabanJIndex,BertzCTIndex,Isomer,Aromatic,Cyclic,ChargeNeutral,MadeOfKeyElements
72,ethyl 1.3-dioxoisoindole-2-carboxylate,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,219.1964,022509-74-6,400.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/19227//?documentUUID=14344283-3c7c-4844-a9d3-ac1349809286,G5,58.3668,5.245246826,152.324,256.619,44.08202104,-32.52710876,-11.55491228,-7.895224442,-2.424654926,5.470569516,VRHAQNTWKSVEEC-UHFFFAOYSA-N,1.4391,53.964,63.68,91.60822774,2.387792812,445.6278361,1,True,True,True,True
74,1.2.3-Thiadiazole-4-carboxylic acid. 5-methyl-,CC1=C(N=NS1)C(=O)O,144.1478,022097-10-5,50004.37674,293.15,OChem,G4,43.68096,3.782330289,107.495,175.134,18.65603656,-18.42513015,-0.230906409,-7.8906366,-1.740179642,6.150456957,ZLJIFINJKVSIRN-UHFFFAOYSA-N,0.54472,31.6053,63.08,55.30624599,3.07666344,232.2264365,1,True,True,True,True
75,2.5-DINITROTOLUENE,CC1=C(C=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],182.14,000619-15-8,219.0,298.15,KHOLOD.YA ET AL. (2009),G1,38.53464,1.086022349,122.598,208.241,-37.33667591,24.26387754,13.07279837,-7.889711412,-3.067475815,4.822235597,KZBOXYKTSUUBTO-UHFFFAOYSA-N,1.81142,44.4878,86.28,73.10229668,3.202105438,374.7553336,1,True,True,True,True
76,Benzenesulfonyl chloride,C1=CC=C(C=C1)S(=O)(=O)Cl,176.6173,000098-09-9,2300.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/13859//?documentUUID=a5fe101f-c75a-4865-81f9-37b561697da3,G5,33.01176,7.295471329,116.906,189.229,-11.00942455,7.073575593,3.935848955,-7.887213405,-2.282477538,5.604735868,CSKNSYBAZOQPLR-UHFFFAOYSA-N,1.6141,39.4808,34.14,63.86387098,3.218646629,303.7795181,1,True,True,True,True
77,2.4.6-TRIETHOXY-S-TRIAZINE,CCOC1=NC(=NC(=N1)OCC)OCC,213.2358,000884-43-5,6999.388826,298.15,OChem,G4,37.0284,0.214566258,155.323,271.635,-9.895046201,5.356004234,4.539041966,-7.885428338,-0.306363629,7.579064709,ZLKYBXDNXFQYDL-UHFFFAOYSA-N,1.0677,53.334,66.36,88.62063544,2.859743582,246.6664884,1,True,True,True,True
78,(2-butan-2-yl-4.6-dinitrophenyl) propan-2-yl carbonate,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)OC(C)C,326.3054,000973-21-7,3.97,298.15,OChem,G4,49.7896,7.586522182,200.81,354.081,-14.18992682,12.3836889,1.806237917,-7.881975211,-2.868614903,5.013360308,HDWLUGYOLUHEMN-UHFFFAOYSA-N,3.9403,80.7018,121.81,132.045504,3.461098473,627.7969515,2,True,True,True,True
79,3-CYANOPYRIDINE,C1=CC(=CN=C1)C#N,104.11,000100-54-9,135000.0,293.15,KIRK-OTHMER; 4th ed. 20:645 (1996),G1,32.96992,5.19861222,91.817,149.074,-16.67663477,13.79002161,2.886613159,-7.877275802,-1.628724741,6.248551061,GZPHSAQLYPIAIN-UHFFFAOYSA-N,0.95328,28.952,36.68,47.4085729,3.049388908,197.518562,1,True,True,True,True
81,PYROMELLITIC ACID,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,254.1526,000089-05-4,13998.92081,289.15,OChem,G4,102.17328,5.926035384,152.359,261.079,-4.955030846,-26.06196466,31.01699551,-7.877011852,-2.125249252,5.751762599,CYIDZMCFTVVTJO-UHFFFAOYSA-N,0.4794,54.2792,149.2,98.71419499,3.709909531,473.235566,1,True,True,True,True
82,pyridine-2-carbonitrile,C1=CC=NC(=C1)C#N,104.11,000100-70-9,70000.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/25300//?documentUUID=62a4c906-0f7c-4984-9627-480bcc08becb,G5,35.52216,7.75405426,92.946,150.606,-9.849162695,9.602265207,0.246897488,-7.872573672,-1.677608933,6.194964739,FFNVQNRYTPFDDP-UHFFFAOYSA-N,0.95328,28.952,36.68,47.4085729,3.049388908,197.518562,1,True,True,True,True
83,Phthalic acid. bis(2.2.2-trinitroethyl) ester,C1=CC=C(C(=C1)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],492.2258,006093-30-7,130.0062926,293.15,OChem,G4,83.21976,7.396906287,244.362,420.645,-25.29212157,-7.137919527,32.4300411,-7.870818537,-3.302527888,4.568290649,KPHWKKRARXZEEU-UHFFFAOYSA-N,-1.032,94.4354,311.44,182.0890448,3.227915938,942.6303908,1,True,True,True,True
84,CHLOROTHALONIL,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,265.91,001897-45-6,0.81,298.15,MACBEAN.C (2010),G2,31.54736,4.000736121,173.47,261.049,7.605403683,-24.23579495,16.63039127,-7.860067313,-2.650330495,5.209736818,CRQQGFGUEAVUIL-UHFFFAOYSA-N,4.04356,55.912,47.58,100.1595116,3.781719624,440.5804759,1,True,True,True,True
85,2.4-PYRIDINEDICARBOXYLIC ACID,C1=CN=C(C=C1C(=O)O)C(=O)O,167.12,000499-80-9,2490.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,62.09056,4.404370532,112.775,189.951,26.07137279,-19.33281598,-6.738556804,-7.856080843,-2.124076169,5.732004674,MJIVRKPEXXHNJT-UHFFFAOYSA-N,0.478,38.1556,87.49,67.29244703,3.121805775,304.6831902,1,True,True,True,True
86,Benzoic acid. 4-fluoro-3-nitro-,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])F,185.1113,000453-71-4,4858.843722,298.15,OChem,G4,48.49256,7.694228092,118.961,200.033,-4.052962929,0.620474366,3.432488563,-7.84986848,-2.608572425,5.241296055,BOJWTAQWPVBIPG-UHFFFAOYSA-N,1.4321,40.0137,80.44,71.57061221,3.267052212,376.7553336,1,True,True,True,True
87,2-(Trifluoromethyl)benzenesulfonamide,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)N,225.1851,001869-24-5,365.0,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/12574/4/9/?documentUUID=fd314b47-cae4-4641-b79a-d57a320e396d,G5,65.6888,8.314360481,125.787,214.029,24.2784021,-21.08316571,-3.195236389,-7.847381358,-1.329789553,6.517591805,AFFPZJFLSDVZBV-UHFFFAOYSA-N,1.3528,42.8172,60.16,78.39361803,3.467977274,438.4932838,1,True,True,True,True
88,2.3.4-Pyridinetricarboxylic acid,C1=CN=C(C(=C1C(=O)O)C(=O)O)C(=O)O,211.1306,000632-95-1,12010.22606,288.15,OChem,G4,89.83048,5.432355514,125.967,215.027,28.2131303,-4.279004548,-23.93412575,-7.847324214,-2.289327736,5.557996479,VOTYOVOSRFKUSM-UHFFFAOYSA-N,0.1762,45.1149,124.79,82.613145,3.555945129,420.1951583,1,True,True,True,True
89,2.4.6-TRINITROANISOLE,COC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],243.1324,000606-35-9,199.9138289,288.15,OChem,G4,58.11576,3.860962537,145.825,247.37,27.32019332,-6.421951281,-20.89824204,-7.846009904,-2.836323135,5.009686769,FMXDVBRYDYFVGS-UHFFFAOYSA-N,1.4198,52.9572,138.65,92.86881763,3.625430618,477.1839407,1,True,True,True,True
90,1.3-BIS(TRIFLUOROMETHYL)BENZENE,C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,214.11,000402-31-3,40.9,298.15,Strachan. A.N.; Field. J.P.; Fleming. K.A.. Int. Solvent Extr. Conf.. (Proc.). Vol. 2. 1980. page paper 80-2. 6 pp.,G3,16.44312,2.989990107,126.922,214.392,-12.01657039,-3.025091836,15.04166222,-7.843585368,-0.982552224,6.861033143,SJBBXFLOLUTGCW-UHFFFAOYSA-N,3.7242,36.446,0.0,75.15449977,3.148163892,292.0887685,1,True,True,True,True
91,DINOSEB ACETATE,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C,282.2524,002813-95-8,2200.075797,298.15,OChem,G4,50.6264,8.438419994,172.684,302.969,-11.07115305,3.737223056,7.333929991,-7.843544551,-2.836154424,5.007390126,RDJTWDKSYLLHRW-UHFFFAOYSA-N,2.9418,69.7658,112.58,114.2020746,3.607303799,569.3111293,2,True,True,True,True
92,4.5.6.7-tetrachloro-2-benzofuran-1.3-dione,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,285.8982,000117-08-8,0.0478,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/1179/4/9/?documentUUID=e6c618d1-7129-47cf-8095-e6c9e796d249,G5,34.60168,4.563658062,170.415,259.384,-12.16355526,14.70340042,-2.539845169,-7.836396116,-3.0166939,4.819702216,AUHHYELHRWCWEZ-UHFFFAOYSA-N,3.6108,56.228,43.37,103.8051105,2.922568909,464.3436253,1,True,True,True,True
93,P-CYANOBENZOIC ACID,C1=CC(=CC=C1C#N)C(=O)O,147.13,000619-65-8,1200.0,293.15,BEILSTEIN,G2,47.15368,4.858765584,117.389,193.908,-27.5792791,21.39365816,6.185620933,-7.835054594,-2.115784855,5.719269739,ADCUEPOHPCPMCE-UHFFFAOYSA-N,1.25648,38.1163,61.09,63.50962288,3.031638968,307.8590975,1,True,True,True,True
94,2-CHLORO-5-NITROBENZOIC ACID,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)Cl,201.5659,002516-96-3,3600.120705,288.15,OChem,G4,46.81896,1.86549686,129.589,212.78,-36.00420759,30.55172073,5.45248686,-7.8323008,-2.678297555,5.154003245,QUEKGYQTRJVEQC-UHFFFAOYSA-N,1.9464,45.0657,80.44,77.70834304,3.267052212,376.7553336,1,True,True,True,True
95,1-oxo-3H-2-benzofuran-5-carbonitrile,C1C2=C(C=CC(=C2)C#N)C(=O)O1,159.14,082104-74-3,900.0,303.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/10653/4/9/?documentUUID=e1cd71fb-8ead-4e69-ad61-de2864dbf655,G5,56.14928,2.62231282,123.184,201.952,-53.59673359,37.10949494,16.48723865,-7.828493925,-2.128350263,5.700143662,XEEGWTLAFIZLSF-UHFFFAOYSA-N,1.22868,40.2765,50.09,69.18804532,2.569697202,390.0052757,1,True,True,True,True
96,diethyl pyridine-2.4-dicarboxylate,CCOC(=O)C1=CC(=NC=C1)C(=O)OCC,223.228,041438-38-4,13500.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/18795//?documentUUID=2cbe4a6b-063f-4dc9-8b6b-b2a7bee15800,G5,46.10768,4.475563335,161.528,277.066,37.56784631,-24.41314301,-13.1547033,-7.825707478,-2.090660298,5.73504718,MUUDQLHCIAOWPR-UHFFFAOYSA-N,1.435,56.15,65.49,93.39083845,2.860017286,356.0758819,1,True,True,True,True
97,3-METHYL-2.4.6-TRINITROPHENOL,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-],243.1324,000602-99-3,2200.102108,293.15,OChem,G4,50.96112,0.20896672,144.092,244.709,-23.66138937,6.100705201,17.56068417,-7.824213572,-3.038476626,4.785736947,YYGJRRYSYLLCQH-UHFFFAOYSA-N,1.42522,52.807,149.65,92.54950615,3.756255092,500.5091268,1,True,True,True,True
98,1-chloro-2-nitro-4-(trifluoromethyl)benzene,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,225.5544,000121-17-5,660.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/6729//?documentUUID=045033fb-7f23-4b79-a0df-1cee421c025b,G5,29.53904,4.917576354,135.079,221.984,-16.78719572,13.48239329,3.304802438,-7.823337365,-2.556818247,5.266519118,TZGFQIXRVUHDLE-UHFFFAOYSA-N,3.267,43.1084,43.14,81.24919339,3.267886415,377.6879236,1,True,True,True,True
100,2-NITRO-5-CHLOROBENZOIC ACID,C1=CC(=C(C=C1Cl)C(=O)O)[N+](=O)[O-],201.5659,002516-95-2,9669.790433,298.15,OChem,G4,50.66824,4.712389175,129.684,213.495,25.45737685,-18.9443824,-6.512994448,-7.818308698,-2.74751601,5.070792688,ZKUYSJHXBFFGPU-UHFFFAOYSA-N,1.9464,45.0657,80.44,77.70834304,3.348659071,376.7553336,1,True,True,True,True
101,1.2-DINO2_4-METHYL_BENZENE,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],182.14,000610-39-9,179.0,298.15,PRAK.DJL & MORAN.PJ (2008),G1,45.98216,9.954857878,124.027,210.863,-6.669581854,4.941677069,1.727904785,-7.816787581,-2.857569796,4.959217785,INYDMNPNDHRJQJ-UHFFFAOYSA-N,1.81142,44.4878,86.28,73.10229668,3.348659071,374.7553336,1,True,True,True,True
103,1.3-propanediol. 2-amino-1-(4-nitrophenyl)-. [R-,C1=CC(=CC=C1C(C(CO)N)O)[N+](=O)[O-],212.21,000716-61-0,2600.0,293.15,BEILSTEIN,G2,311.37328,23.2003156,131.154,237.017,38.47400812,-26.79105037,-11.68295774,-7.812071845,-2.557599758,5.254472087,OCYJXSUPZMNXEN-RKDXNWHRSA-N,-0.0522,53.1174,109.62,86.10756339,2.838370278,338.4705103,4,True,True,True,True
104,Glycine. N-[(2-methyl-5-nitrophenyl)sulfonyl]-,CC1=CC=C(C=C1S(=O)(=O)NCC(O)=O)N(=O)=O,274.2478,067320-39-2,1350.02917,285.15,OChem,G4,85.3536,9.216796875,155.517,269.078,28.99530325,-26.02064094,-2.974662315,-7.807750675,-2.59333785,5.214412825,GISWIXLYKWWBTE-UHFFFAOYSA-N,0.26612,60.6577,126.61,102.4455991,3.18479215,595.0754657,1,True,True,True,True
105,DINICOTINIC ACID,C1=C(C=NC=C1C(=O)O)C(=O)O,167.12,000499-81-0,1000.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,55.47984,1.88249867,113.674,190.936,34.32255593,-4.986082715,-29.33647322,-7.80685542,-1.868006282,5.938849138,MPFLRYZEEAQMLQ-UHFFFAOYSA-N,0.478,38.1556,87.49,67.29244703,3.121805775,304.6831902,1,True,True,True,True
106,3-chloro-5-(trifluoromethyl)pyridine-2-carboxylic Acid,C1=C(C=NC(=C1Cl)C(=O)O)C(F)(F)F,225.5544,080194-68-9,693.7,293.15,OChem,G4,44.60144,1.318071197,137.285,225.71,-14.17945328,13.34318745,0.836265823,-7.804292106,-2.152481877,5.651810229,HXRMCZBDTDCCOP-UHFFFAOYSA-N,2.452,41.2083,50.19,81.13656362,3.198253753,377.6879236,1,True,True,True,True
107,PYRIDINE-2.5-DICARBOXYLIC ACID,C1=CC(=NC=C1C(=O)O)C(=O)O,167.12,000100-26-5,1200.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,60.79352,2.030322985,120.426,203.453,12.17685873,-8.442782408,-3.734076326,-7.799200853,-2.254573608,5.544627246,LVPMIMZXDYBCDF-UHFFFAOYSA-N,0.478,38.1556,87.49,67.29244703,3.006149834,283.6831902,1,True,True,True,True
108,4-methylsulfonyl-2-(trifluoromethyl)benzaldehyde,CS(=O)(=O)C1=CC(=C(C=C1)C=O)C(F)(F)F,252.2077,1215310-75-0,864.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/27232//?documentUUID=65b5e349-5367-4e17-bdee-9b2d76508a13,G5,69.53808,6.936200995,150.149,253.841,-47.0766905,27.41560268,19.66108782,-7.794139533,-2.484329254,5.309810279,KKZHDYBLTHETMS-UHFFFAOYSA-N,1.9214,49.9413,51.21,89.80975615,3.512259203,517.2910149,1,True,True,True,True
109,4.7.7-trioxo-5.6-dihydrothieno[2.3-b]thiopyran-2-sulfonamide,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2=O,281.32,105951-35-7,270.0,298.15,PONTICELLO.GS ET AL. (1987),G2,97.9056,6.835953191,164.036,273.063,42.29643584,-39.54885005,-2.747585791,-7.790942193,-2.434194426,5.356747767,BGNCCUHEGHNNAP-UHFFFAOYSA-N,-0.2444,56.6925,111.37,96.04834865,2.761473636,666.8755074,1,True,True,True,True
110,3-methyl-1.2-benzothiazole 1.1-dioxide,CC1=NS(=O)(=O)C2=CC=CC=C12,181.2088,034989-82-7,116.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/19363//?documentUUID=3a329f72-689c-4299-8826-b18fa20d1141,G5,64.18256,10.92375053,125.128,208.628,22.14196481,-7.670213834,-14.47175098,-7.784963849,-2.297738235,5.487225614,KBNUKJSZKJGXGU-UHFFFAOYSA-N,1.1979,45.8388,46.5,70.81155457,2.856172548,459.7011339,1,True,True,True,True
111,tris(oxiran-2-ylmethyl) benzene-1.2.4-tricarboxylate,C1C(O1)COC(=O)C2=CC(=C(C=C2)C(=O)OCC3CO3)C(=O)OCC4CO4,378.3,007237-83-4,654.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/5788//?documentUUID=6fe53591-e266-4aac-ac5b-2af18615d6e6,G5,86.94352,1.690887993,233.409,402.755,62.75245248,-67.249087,4.496634516,-7.784893099,-2.043843356,5.741049743,OECHJCKPWGMZMG-UHFFFAOYSA-N,0.3534,86.5095,116.49,153.9590527,1.484111838,747.1992351,8,True,True,True,True
112,4-NITROBENZALDEHYDE,C1=CC(=CC=C1C=O)[N+](=O)[O-],151.12,000555-16-8,2340.0,298.15,EPA,G2,38.99488,3.518756622,115.605,193.194,-32.37319122,22.4393722,9.933819023,-7.784237304,-2.908332663,4.875904642,BXRFQSNOROATLV-UHFFFAOYSA-N,1.4073,38.4839,60.21,62.61084306,3.000886646,278.2420898,1,True,True,True,True
113,Tributyl benzene-1.2.4-tricarboxylate,CCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCC)C(=O)OCCCC,378.4644,001726-23-4,5.9,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/17375//?documentUUID=3cb5018d-3c0d-453b-80d4-34d7a301b3a5,G5,51.29584,4.264901881,258.737,460.557,22.80826328,4.540277254,-27.34854053,-7.781233166,-2.080295475,5.700937691,RJIFVNWOLLIBJV-UHFFFAOYSA-N,4.5573,102.0135,78.9,160.7307368,3.008726531,623.097889,1,True,True,True,True
114,1.4-BENZENEDISULFONAMIDE,C1=CC(=CC=C1S(=O)(=O)N)S(=O)(=O)N,236.2602,016993-45-6,699.9879555,298.15,OChem,G4,97.0688,8.552749563,146.144,249.47,-7.676409754,3.622492269,4.053917485,-7.777271186,-1.565295784,6.211975402,WOUBWJAJSXAOIV-UHFFFAOYSA-N,-1.0186,49.1884,120.32,81.6327363,3.276803609,478.6991659,1,True,True,True,True
115,2-NITROBENZOIC ACID,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],167.12,000552-16-9,7850.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,53.05312,6.480918503,111.861,189.901,19.65183682,-4.393244349,-15.25859247,-7.776909274,-2.645821566,5.131087708,SLAMLWHELXOEJZ-UHFFFAOYSA-N,1.293,40.0557,80.44,67.40507681,3.267076196,300.9331902,1,True,True,True,True
116,4-CHLORO-3-NITROBENZOIC  ACID,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])Cl,201.5659,000096-99-1,350.2813881,298.15,OChem,G4,46.90264,7.387204678,131.122,215.16,7.375444223,-6.792801261,-0.582642962,-7.774623517,-2.559991368,5.214632149,DFXQXFGFOLXAPO-UHFFFAOYSA-N,1.9464,45.0657,80.44,77.70834304,3.267052212,376.7553336,1,True,True,True,True
117,4-CHLORO-1-NITRO-2(TRIFLUOROMETHYL)BENZENE,C1=CC(=C(C=C1Cl)C(F)(F)F)[N+](=O)[O-],225.56,000118-83-2,168.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/11764//?documentUUID=b9347576-79b5-492c-b78e-22c049114c38,G2,28.99512,5.238036809,130.972,214.556,-15.45940384,14.51774403,0.941659812,-7.768106387,-2.619859441,5.148246945,CFPIGEXZPWTNOR-UHFFFAOYSA-N,3.267,43.1084,43.14,81.24919339,3.377115813,377.6879236,1,True,True,True,True
119,Benzene. 1.3.5-trichloro-2-nitro-,C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,226.4463,018708-70-8,6.251226414,298.15,OChem,G4,25.27136,4.714672536,143.411,222.356,-11.0974068,-2.073365454,13.17077226,-7.760062697,-2.557183696,5.202879001,AEBJDOTVYMITIA-UHFFFAOYSA-N,3.555,48.1264,43.14,82.99417752,3.379814336,316.5602371,1,True,True,True,True
120,O-NITROBENZALDEHYDE,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],151.12,000552-89-6,2320.0,298.15,SEIDELL.A (1941),G2,37.11208,6.372516807,111.174,185.702,12.80797571,1.454907482,-14.26288319,-7.759197374,-2.705504057,5.053693317,CMWKITSNTDAEDT-UHFFFAOYSA-N,1.4073,38.4839,60.21,62.61084306,3.223906041,295.4920898,1,True,True,True,True
121,CINCHOMERONIC ACID,C1=CN=CC(=C1C(=O)O)C(=O)O,167.12,000490-11-9,2340.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,63.22024,1.792500058,110.395,187.617,-21.51865735,-4.950967827,26.46962517,-7.756982366,-1.78872097,5.968261396,MUYSADWCWFFZKR-UHFFFAOYSA-N,0.478,38.1556,87.49,67.29244703,3.267076196,300.9331902,1,True,True,True,True
124,NITROBENZENE,C1=CC=C(C=C1)[N+](=O)[O-],123.11,000098-95-3,2090.0,298.15,BANERJEE.S ET AL. (1980),G2,28.242,6.023085901,100.213,167.186,-4.314070806,6.921586371,-2.607515565,-7.752106083,-2.452606476,5.299499607,LQNUZADURLCDLV-UHFFFAOYSA-N,1.5948,33.0964,43.14,52.08437884,2.981454614,207.5576621,1,True,True,True,True
125,Butanoic acid. 3-methyl-. 4-nitrophenyl ester,CC(C)CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],223.228,018934-77-5,9.000127631,298.15,OChem,G4,43.932,7.302417885,155.963,271.053,-26.10595069,20.99592778,5.110022905,-7.745289628,-2.510815742,5.234473885,SZQWZNOMEWDZLR-UHFFFAOYSA-N,2.5463,58.1864,69.44,93.18415674,2.616139243,383.4759655,1,True,True,True,True
126,QUINOLINIC ACID,C1=CC(=C(N=C1)C(=O)O)C(=O)O,167.12,000089-00-9,11000.0,298.15,YALKOWSKY.SH & HE.Y (2003),G2,65.6888,5.521085432,111.205,189.035,-19.15934317,12.55646494,6.602878231,-7.745235205,-1.749394511,5.995840694,GJAWHXHKYYXBSV-UHFFFAOYSA-N,0.478,38.1556,87.49,67.29244703,3.267076196,300.9331902,1,True,True,True,True
127,5-Isobenzofurancarbonitrile._1.3-dihydro-3-oxo-,C1C2=C(C=C(C=C2)C#N)C(=O)O1,159.15,089877-62-3,316.0,298.15,BEILSTEIN,G1,57.23712,8.304280337,126.617,207.435,-32.17061737,19.01507508,13.1555423,-7.741256898,-1.667966845,6.073290053,SHFPTPKYWROKQJ-UHFFFAOYSA-N,1.22868,40.2765,50.09,69.18804532,2.591779927,390.0052757,1,True,True,True,True
128,M-NITROBENZALDEHYDE,C1=CC(=CC(=C1)[N+](=O)[O-])C=O,151.12,000099-61-6,1630.0,298.15,SEIDELL.A (1941),G2,38.11624,2.611886872,109.204,182.372,-32.25177752,22.75822734,9.493550179,-7.741134447,-2.602672993,5.138461454,ZETIVVHRRQLWFW-UHFFFAOYSA-N,1.4073,38.4839,60.21,62.61084306,3.099599741,295.4920898,1,True,True,True,True
129,L-Alanine. N-[(2-methyl-5-nitrophenyl)sulfonyl]-,CC(NS(=O)(=O)C1=CC(=CC=C1C)N(=O)=O)C(O)=O,288.2746,067320-40-5,1399.930186,285.15,OChem,G4,83.80552,9.743019657,164.18,286.843,31.1404806,-26.33054049,-4.809940115,-7.740728997,-2.577462992,5.163266005,TVQAUZKNFJQEJF-UHFFFAOYSA-N,0.65462,65.2527,126.61,108.8105412,3.242275946,624.90709,2,True,True,True,True
130,1-bromomethyl-4-nitro-benzene,C1=CC(=CC=C1CBr)[N+](=O)[O-],216.034,000100-11-8,43.2068,298.15,Breslow. Ronald; Groves. Kevin; Mayer. M. Uljana; Journal of the American Chemical Society; vol. 124; 14; (2002); p. 3622 - 3635;,G1,38.53464,5.374038348,125.354,203.553,-34.54695236,14.33725586,20.2096965,-7.74071267,-2.620099174,5.120613496,VOLRSQPSJGXRNJ-UHFFFAOYSA-N,2.4897,45.7274,43.14,72.31686856,2.913801563,257.6480131,1,True,True,True,True
131,BENZENESULFONAMIDE. 4-[(2-HYDROXYETHYL)SULFONYL],C1=CC(=CC=C1S(=O)(=O)CCO)S(=O)(=O)N,265.2986,108966-49-0,6602.903621,298.15,OChem,G4,134.64112,11.61063113,162.169,279.95,-38.74838764,32.9699099,5.778477744,-7.739983405,-1.641756009,6.098227396,UPDXBCKJUQPWOW-UHFFFAOYSA-N,-0.9,56.9538,114.53,93.68158607,3.146234485,558.9511627,1,True,True,True,True
132,TRIMELLITIC ACID,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,210.14,000528-44-9,21000.0,298.15,BEMIS.AG ET AL (1982),G2,78.8684,5.26891618,135.968,232.298,-20.72780569,13.71519205,7.012613637,-7.730184579,-2.185589988,5.544594592,ARCGXLSVLAOJQL-UHFFFAOYSA-N,0.7812,47.3199,111.9,83.39349702,3.396348978,447.9158333,1,True,True,True,True
133,3-fluoro-4-(2-hydroxyethylsulfonyl)benzenesulfonamide,C1=CC(=C(C=C1S(=O)(=O)N)F)S(=O)(=O)CCO,283.29,108966-76-3,3300.0,298.15,SHEPARD.KL ET AL. (1991),G2,119.6624,11.59515275,161.685,279.671,-35.62803917,11.39970157,24.2283376,-7.729719265,-1.744988169,5.984731096,IAWYFQRAIGYURV-UHFFFAOYSA-N,-0.7609,56.9118,114.53,97.84712147,3.339822549,623.3156655,1,True,True,True,True
134,1.3.5-tris(oxiran-2-ylmethyl)-1.3.5-triazinane-2.4.6-trione,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,297.267,002451-62-9,9000.0,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/1882/4/9/?documentUUID=3d7cbf81-474e-442c-aba7-4d99e6842b8c,G5,80.20728,2.851297719,184.073,319.085,8.933090751,-9.479017635,0.545926884,-7.728611761,-0.248391374,7.480220387,OUPZKGBUJRBPGC-UHFFFAOYSA-N,-2.6319,68.442,103.59,117.8124491,1.808249375,604.5390165,4,True,True,True,True
135,HEMIMELLITIC ACID,C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O,210.14,000569-51-7,30600.0,292.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,82.88504,6.348229976,128.386,218.969,25.71151663,-0.856512158,-24.85500447,-7.726921933,-1.794686526,5.932235407,UJMDYLWCYJJYMO-UHFFFAOYSA-N,0.7812,47.3199,111.9,83.39349702,3.555945129,415.6658333,1,True,True,True,True
